fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,c_label,worms_on_sample,approximate_number_of_worms,photos,photos_caption,photos_url,date,time,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
94bfe5a0-7ab4-4511-801a-8a0907db0eb3,2020-02-24 23:40:32 SST,2020-02-24 23:41:04 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:25 SST,2020-02-24 23:45:25 SST,1,,2020FebruaryAustralia,,-26.2094949,152.6828639,POINT (152.6828639 -26.2094949),128c2da8-0166-4911-95f7-6e3ea694be8f,Tracks,,,,,2020-02-25,20:40,,68.4,,,
31f208eb-1669-461e-be4d-4f738373253e,2020-02-24 23:41:09 SST,2020-02-24 23:41:29 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:26 SST,2020-02-24 23:45:26 SST,1,,2020FebruaryAustralia,,-26.2091494,152.6831202,POINT (152.6831202 -26.2091494),8c0d7648-d601-491c-8262-dd4414bf64d0,Tracks,,,,,2020-02-25,20:41,89.31689453125,58.446,,,33.42835
7feec7f9-071d-40fd-971c-c3c468d4628a,2020-02-24 23:41:32 SST,2020-02-24 23:41:43 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:27 SST,2020-02-24 23:45:27 SST,1,,2020FebruaryAustralia,,-26.2095206,152.6828448,POINT (152.6828448 -26.2095206),197a6b71-0c77-4152-88cc-10218612e64a,Tracks,,,,,2020-02-25,20:41,89.31689453125,44.832,,,213.66997
f0c9347a-897f-4d27-81ec-984c509e1609,2020-02-24 23:41:45 SST,2020-02-24 23:41:58 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:29 SST,2020-02-24 23:45:29 SST,1,,2020FebruaryAustralia,,-26.2094008,152.6829331,POINT (152.6829331 -26.2094008),59b2defc-ae5d-408e-8a0c-d839709d2b97,Tracks,,,,,2020-02-25,20:41,88.5794067382812,72.836,,,213.4124
e1d8ae56-45fc-407b-985f-89d91bd3f219,2020-02-24 23:41:59 SST,2020-02-24 23:42:14 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:30 SST,2020-02-24 23:45:30 SST,1,,2020FebruaryAustralia,,-26.209514,152.6828498,POINT (152.6828498 -26.209514),23a3ed1f-88f6-4774-88f1-69a0bd7ec1b4,No,,,,,2020-02-25,20:41,88.5794067382812,44.66,,,213.41756
647fb97b-31dd-4068-babb-c7ab7409e378,2020-02-24 23:42:18 SST,2020-02-24 23:42:30 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:31 SST,2020-02-24 23:45:31 SST,1,,2020FebruaryAustralia,,-26.2094976,152.6828619,POINT (152.6828619 -26.2094976),384b48f8-6045-48cb-abf6-7aecf2549ba5,Tracks,,,,,2020-02-25,20:42,88.5794067382812,33.185,,,33.41459
bb3a86e3-1727-4d09-9b67-1d65e60c0b17,2020-02-24 23:42:32 SST,2020-02-24 23:42:44 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:32 SST,2020-02-24 23:45:32 SST,1,,2020FebruaryAustralia,,-26.2094943,152.6828643,POINT (152.6828643 -26.2094943),851effd5-125f-45c2-aa29-1fd92e7082e1,Tracks,,,,,2020-02-25,20:42,88.5794067382812,35.14,,,33.417557
153110c6-34e3-44d4-a90f-6a796e209eea,2020-02-24 23:42:46 SST,2020-02-24 23:43:00 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:32 SST,2020-02-24 23:45:32 SST,1,,2020FebruaryAustralia,,-26.2094947,152.6828641,POINT (152.6828641 -26.2094947),607eb3f7-ee97-4d03-82f4-5dd7c21b564d,Tracks,,,,,2020-02-25,20:42,,40.325,,,33.490253
593f2490-3c92-4af0-85ce-6689bfe3a061,2020-02-24 23:43:05 SST,2020-02-24 23:43:19 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:33 SST,2020-02-24 23:45:33 SST,1,,2020FebruaryAustralia,,-26.2094975,152.682862,POINT (152.682862 -26.2094975),f3ad427e-aaa4-4f8a-affb-83ea71f9fd29,Tracks,,,,,2020-02-25,20:43,87.1886596679688,42.025,,,213.0548
8ac56e45-49c9-4c80-97ed-67e612f4a142,2020-02-24 23:43:23 SST,2020-02-24 23:43:35 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:33 SST,2020-02-24 23:45:33 SST,1,,2020FebruaryAustralia,,-26.2095019,152.6828588,POINT (152.6828588 -26.2095019),eda1b73e-fd80-4f32-8089-e7b9cc2df4cf,Tracks,,,,,2020-02-25,20:43,87.1886596679688,37.265,,,213.05447
03cdb187-bf24-4450-91c5-a914f4955505,2020-02-24 23:43:40 SST,2020-02-24 23:43:51 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:34 SST,2020-02-24 23:45:34 SST,1,,2020FebruaryAustralia,,-26.2094984,152.6828613,POINT (152.6828613 -26.2094984),d0c45464-0611-4f8c-8db2-c99d4d8ad646,Tracks,,,,,2020-02-25,20:43,87.1886596679688,42.025,,,33.08078
d44b2b23-a895-4f66-898c-340a846aaa0c,2020-02-24 23:43:55 SST,2020-02-24 23:44:06 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:34 SST,2020-02-24 23:45:34 SST,1,,2020FebruaryAustralia,,-26.2094948,152.682864,POINT (152.682864 -26.2094948),6eb24d80-8764-4302-b09e-c311070787fa,Tracks,,,,,2020-02-25,20:43,,35.14,,,33.05476
b255605f-05bd-4af5-95ec-843ae6e39154,2020-02-24 23:44:08 SST,2020-02-24 23:44:23 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:35 SST,2020-02-24 23:45:35 SST,1,,2020FebruaryAustralia,,-26.2094947,152.6828641,POINT (152.6828641 -26.2094947),bab0c302-5deb-4760-9e90-93cf2eed423d,Tracks,,,,,2020-02-25,20:44,,37.35,,,33.05455
6b82ae31-f7f2-4158-bf3d-f9db7c4df195,2020-02-24 23:44:28 SST,2020-02-24 23:44:40 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:36 SST,2020-02-24 23:45:36 SST,1,,2020FebruaryAustralia,,-26.2094949,152.6828639,POINT (152.6828639 -26.2094949),9e6f67e9-d1e8-4d80-96b8-becd001d89b7,Tracks,,,,,2020-02-25,20:44,,56.1,,,213.05489
492b4c5d-e889-4226-ab88-5c4683050b2a,2020-02-24 23:44:45 SST,2020-02-24 23:44:59 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:36 SST,2020-02-24 23:45:36 SST,1,,2020FebruaryAustralia,,-26.2094949,152.6828639,POINT (152.6828639 -26.2094949),cc27bea9-6ad4-4a1a-a492-4a3407d68669,Tracks,,,,,2020-02-25,20:44,,39.56,,,213.0546
ff1daef1-5113-4cd5-8c92-7b222aec391e,2020-02-24 23:45:03 SST,2020-02-24 23:45:14 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-24 23:45:37 SST,2020-02-24 23:45:37 SST,1,,2020FebruaryAustralia,,-26.2094949,152.6828639,POINT (152.6828639 -26.2094949),20f2113a-461b-44b9-bb56-023e31745f70,Tracks,,,,,2020-02-25,20:45,,44.66,,,33.055363
0de9763b-e8de-4952-9681-57557c9f0e23,2020-02-26 10:49:21 SST,2020-02-26 10:50:01 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 10:55:44 SST,2020-02-26 10:55:44 SST,1,,2020FebruaryAustralia,,-27.0224172,152.5641952,POINT (152.5641952 -27.0224172),15245e96-b70c-4214-a147-38a40a09a753,Tracks,,,,,2020-02-27,07:49,150.600006103516,73.3,,,90.0
d5e644b6-1ddf-45fa-b833-79efe531404e,2020-02-26 10:50:05 SST,2020-02-26 10:50:52 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 10:55:45 SST,2020-02-26 10:55:45 SST,1,,2020FebruaryAustralia,,-27.0228602,152.5653964,POINT (152.5653964 -27.0228602),5fe46d86-6748-4063-b8bb-1085ba1d1864,Tracks,,,,,2020-02-27,07:50,150.600006103516,64.948,,,
42cdc0a4-d5f8-4a65-acf8-496514c8f3bd,2020-02-26 10:54:36 SST,2020-02-26 10:54:53 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 10:55:46 SST,2020-02-26 10:55:46 SST,1,,2020FebruaryAustralia,,-27.0224172,152.5641951,POINT (152.5641951 -27.0224172),1cb2e6dd-62ea-4c22-860b-c86c04f11b1f,Tracks,,,,,2020-02-27,07:54,150.600006103516,82.5,,,295.4763
3881a3ae-b7a5-409d-a6a9-83eb64403600,2020-02-26 10:54:57 SST,2020-02-26 10:55:25 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 10:55:47 SST,2020-02-26 10:55:47 SST,1,,2020FebruaryAustralia,,-27.0229932,152.5654814,POINT (152.5654814 -27.0229932),5fe46d86-6748-4063-b8bb-1085ba1d1864,Tracks,,,,,2020-02-27,07:54,150.600006103516,41.229,,,121.032
1ba1a437-e540-470e-ad7b-796841f73df4,2020-02-26 10:56:13 SST,2020-02-26 10:56:23 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 10:57:43 SST,2020-02-26 10:57:43 SST,1,,2020FebruaryAustralia,,-27.0224172,152.5641952,POINT (152.5641952 -27.0224172),2200cd35-8820-405a-85bc-9a4e5525afde,Tracks,,,,,2020-02-27,07:56,150.600006103516,72.9,,,
a4405bb5-086c-4d52-99d9-8685e7021aa8,2020-02-26 10:56:26 SST,2020-02-26 10:56:41 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 10:57:44 SST,2020-02-26 10:57:44 SST,1,,2020FebruaryAustralia,,-27.0224172,152.5641952,POINT (152.5641952 -27.0224172),a520c630-be6c-49ca-acc1-f298d39e9b8c,Tracks,,,,,2020-02-27,07:56,150.600006103516,77.6,,,90.0
84d365c0-ad84-412e-b33d-a8741e63378c,2020-02-26 10:56:52 SST,2020-02-26 10:57:03 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 10:57:45 SST,2020-02-26 10:57:45 SST,1,,2020FebruaryAustralia,,-27.0225275,152.5644323,POINT (152.5644323 -27.0225275),d1a5593b-0d26-4b57-9378-c20953bc71e1,Tracks,,,,,2020-02-27,07:56,150.600006103516,65.0,,,297.57797
8a616721-a5bc-4c9a-9853-0c15b545523e,2020-02-26 10:57:06 SST,2020-02-26 10:57:16 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 10:57:45 SST,2020-02-26 10:57:45 SST,1,,2020FebruaryAustralia,,-27.02301,152.5654371,POINT (152.5654371 -27.02301),aff113d0-d072-4821-8f81-fe014c3445e3,Tracks,,,,,2020-02-27,07:57,150.600006103516,59.486,,,118.45202
cd954cce-4469-4e68-81eb-31972da768df,2020-02-26 10:57:20 SST,2020-02-26 10:57:32 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 10:57:46 SST,2020-02-26 10:57:46 SST,1,,2020FebruaryAustralia,,-27.0224859,152.5643379,POINT (152.5643379 -27.0224859),eb54d4f2-e97d-4508-8992-af7e38fd935f,Tracks,,,,,2020-02-27,07:57,150.600006103516,72.9,,,298.1067
ba08c8d5-ba2c-4837-9790-9286f49b353a,2020-02-26 10:57:49 SST,2020-02-26 10:58:00 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 10:59:20 SST,2020-02-26 10:59:20 SST,1,,2020FebruaryAustralia,,-27.0223812,152.5641194,POINT (152.5641194 -27.0223812),14a32e24-4e69-4fd1-88f4-07c23860efe2,Tracks,,,,,2020-02-27,07:57,150.600006103516,77.6,,,297.91867
1ccf1ebc-6ede-4440-aa6c-5b8833f89640,2020-02-26 10:58:02 SST,2020-02-26 10:58:13 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 10:59:21 SST,2020-02-26 10:59:21 SST,1,,2020FebruaryAustralia,,-27.0223882,152.5641339,POINT (152.5641339 -27.0223882),e80c90bf-f8fd-4122-a6c9-4f17b2d57c9b,Tracks,,,,,2020-02-27,07:58,150.600006103516,52.4,,,297.85922
c0a09f8b-303e-4538-857d-e1c7a54fc9f0,2020-02-26 10:58:16 SST,2020-02-26 10:58:27 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 10:59:22 SST,2020-02-26 10:59:22 SST,1,,2020FebruaryAustralia,,-27.0223889,152.5641351,POINT (152.5641351 -27.0223889),fe45fc4f-16f7-48df-bdb0-cb842fc0f265,Tracks,,,,,2020-02-27,07:58,150.600006103516,82.5,,,297.8298
5f53ef39-cb7d-4f40-9409-ae92f4ac018f,2020-02-26 10:58:30 SST,2020-02-26 10:58:43 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 10:59:23 SST,2020-02-26 10:59:23 SST,1,,2020FebruaryAustralia,,-27.022594,152.5645697,POINT (152.5645697 -27.022594),8bb15c13-dd92-4634-ba0a-9c5dd98f742f,Tracks,,,,,2020-02-27,07:58,150.600006103516,116.449,,,117.92702
fc924c7e-efe4-449e-874a-21e8f50b5996,2020-02-26 10:58:46 SST,2020-02-26 10:59:10 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 10:59:24 SST,2020-02-26 10:59:24 SST,1,,2020FebruaryAustralia,,-27.0230241,152.5654807,POINT (152.5654807 -27.0230241),0f18c4f3-d688-4e89-bea4-d616245a7317,Tracks,,,,,2020-02-27,07:58,150.600006103516,141.332,,,117.92237
88d2d8e3-2b0f-44d9-a0b1-da6563bc7170,2020-02-26 10:59:35 SST,2020-02-26 11:00:02 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 11:01:45 SST,2020-02-26 11:01:45 SST,1,,2020FebruaryAustralia,,-27.0229882,152.5653767,POINT (152.5653767 -27.0229882),6c441fb5-532c-47f6-baa7-6ad5155a8bf6,Tracks,,,,,2020-02-27,07:59,150.600006103516,43.413,,,
e3a2278c-0a6d-4550-88c7-c29762f5da59,2020-02-26 11:00:06 SST,2020-02-26 11:00:16 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 11:01:46 SST,2020-02-26 11:01:46 SST,1,,2020FebruaryAustralia,,-27.0229994,152.5653724,POINT (152.5653724 -27.0229994),9dd28501-5d68-4528-8fea-734bd57543d4,Tracks,,,,,2020-02-27,08:00,150.600006103516,50.379,,,19.500416
1e2ca452-a1e4-4b29-9b12-5fe2e9fb6927,2020-02-26 11:00:20 SST,2020-02-26 11:00:35 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 11:01:46 SST,2020-02-26 11:01:46 SST,1,,2020FebruaryAustralia,,-27.0229993,152.5653722,POINT (152.5653722 -27.0229993),10c8325a-9c6e-47f3-8db6-3ac75b11fdfd,Tracks,,,,,2020-02-27,08:00,150.600006103516,87.705,,,318.17166
6ec25b45-94d9-4ae2-9c9d-4cad1eccf113,2020-02-26 11:00:54 SST,2020-02-26 11:01:04 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 11:01:47 SST,2020-02-26 11:01:47 SST,1,,2020FebruaryAustralia,,-27.0230012,152.5653687,POINT (152.5653687 -27.0230012),d4049a0f-0807-4f1e-a15c-47a49d98bd72,Tracks,,,,,2020-02-27,08:00,150.600006103516,63.768,,,90.0
ec93d9e6-cbf4-41e7-a49d-57a434236f03,2020-02-26 11:01:08 SST,2020-02-26 11:01:19 SST,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2020-02-26 11:01:48 SST,2020-02-26 11:01:48 SST,1,,2020FebruaryAustralia,,-27.0230012,152.5653687,POINT (152.5653687 -27.0230012),049b7d54-7fcb-4029-ac87-0f5baba4b0ae,Tracks,,,,,2020-02-27,08:01,150.600006103516,73.905,,,90.0
